ID bloco;Xi;Yi;Xf;Yf;Tipo;Layer;Lenght;ID fiada;ID par;Check;XiDelta;YiDelta;;
B39000630;24.8252;17.41;25.2152;17.6;POLYLINE;B39C;39;F130002;P0009;;580;240;;
B39000631;24.0252;17.41;24.4152;17.6;POLYLINE;B39C;39;F130002;P0009;;500;240;;
B39000632;24.4252;17.41;24.8152;17.6;POLYLINE;B39C;39;F130002;P0009;;540;240;;
B39000633;24.8252;17.01;25.2152;17.2;POLYLINE;B39;39;F110004;P0009;;580;200;;
B39000634;24.0252;17.01;24.4152;17.2;POLYLINE;B39;39;F110004;P0009;;500;200;;
B39000635;24.4252;17.01;24.8152;17.2;POLYLINE;B39;39;F110004;P0009;;540;200;;
B39000636;24.6252;17.21;25.0152;17.4;POLYLINE;B39;39;F120002;P0009;;560;220;;
B39000637;24.2252;17.21;24.6152;17.4;POLYLINE;B39;39;F120002;P0009;;520;220;;
B39000638;24.8252;16.61;25.2152;16.8;POLYLINE;B39;39;F090004;P0009;;580;160;;
B39000639;24.0252;16.61;24.4152;16.8;POLYLINE;B39;39;F090004;P0009;;500;160;;
B39000640;24.4252;16.61;24.8152;16.8;POLYLINE;B39;39;F090004;P0009;;540;160;;
B39000641;24.6252;16.81;25.0152;17;POLYLINE;B39;39;F100004;P0009;;560;180;;
B39000642;24.2252;16.81;24.6152;17;POLYLINE;B39;39;F100004;P0009;;520;180;;
B19000041;25.0252;15.01;25.2152;15.2;POLYLINE;B19C;19;F010003;P0009;;600;0;;
B19000042;25.0252;15.41;25.2152;15.6;POLYLINE;B19;19;F030003;P0009;;600;40;;
B19000043;25.0252;15.81;25.2152;16;POLYLINE;B19;19;F050003;P0009;;600;80;;
B19000044;24.0252;15.01;24.2152;15.2;POLYLINE;B19C;19;F010004;P0009;;500;0;;
B19000045;24.0252;15.41;24.2152;15.6;POLYLINE;B19;19;F030004;P0009;;500;40;;
B19000046;24.0252;15.81;24.2152;16;POLYLINE;B19;19;F050004;P0009;;500;80;;
B39000643;24.6252;16.01;25.0152;16.2;POLYLINE;B39C;39;F060004;P0009;;560;100;;
B39000644;24.2252;16.01;24.6152;16.2;POLYLINE;B39C;39;F060004;P0009;;520;100;;
B39000645;25.0252;16.81;25.4152;17;POLYLINE;B39;39;F100004;P0009;;600;180;;
B39000646;25.0252;16.01;25.4152;16.2;POLYLINE;B39C;39;F060004;P0009;;600;100;;
B34000037;26.4252;17.41;26.7652;17.6;POLYLINE;B34C;34;F130008;P0001;;0;240;;
B34000038;26.4252;17.41;26.7652;17.6;POLYLINE;B34C;34;F130008;P0001;;0;240;;
B19000047;31.3752;17.01;31.5652;17.2;POLYLINE;B19;19;F110021;P0002;;-3377;200;;
B19000048;31.3752;16.61;31.5652;16.8;POLYLINE;B19;19;F090021;P0002;;-3377;160;;
B19000049;31.3752;16.21;31.5652;16.4;POLYLINE;B19;19;F070020;P0002;;-3377;120;;
B19000050;29.1752;17.01;29.3652;17.2;POLYLINE;B19;19;F110021;P0002;;-3597;200;;
B19000051;29.1752;16.61;29.3652;16.8;POLYLINE;B19;19;F090021;P0002;;-3597;160;;
B19000052;29.1752;16.21;29.3652;16.4;POLYLINE;B19;19;F070020;P0002;;-3597;120;;
B19000053;28.3752;16.81;28.5652;17;POLYLINE;B19;19;F100021;P0002;;-3677;180;;
B19000054;28.3752;16.41;28.5652;16.6;POLYLINE;B19;19;F080021;P0002;;-3677;140;;
B19000055;28.3752;16.01;28.5652;16.2;POLYLINE;B19;19;F060020;P0002;;-3677;100;;
B19000056;26.9752;16.81;27.1652;17;POLYLINE;B19;19;F100021;P0002;;-3817;180;;
B19000057;26.9752;16.41;27.1652;16.6;POLYLINE;B19;19;F080021;P0002;;-3817;140;;
B19000058;26.9752;16.01;27.1652;16.2;POLYLINE;B19;19;F060020;P0002;;-3817;100;;
B19000059;22.8252;16.81;23.0152;17;POLYLINE;B19;19;F100004;P0009;;380;180;;
B19000060;22.8252;16.41;23.0152;16.6;POLYLINE;B19;19;F080004;P0009;;380;140;;
B19000061;22.0252;17.01;22.2152;17.2;POLYLINE;B19;19;F110005;P0009;;300;200;;
B19000062;22.0252;16.61;22.2152;16.8;POLYLINE;B19;19;F090005;P0009;;300;160;;
B39000647;26.7752;17.41;27.1652;17.6;POLYLINE;B39C;39;F130008;P0001;;35;240;;
B39000648;33.5752;17.41;33.9652;17.6;POLYLINE;B39C;39;F130008;P0001;;715;240;;
B39000649;32.7752;17.41;33.1652;17.6;POLYLINE;B39C;39;F130008;P0001;;635;240;;
B39000650;33.1752;17.41;33.5652;17.6;POLYLINE;B39C;39;F130008;P0001;;675;240;;
B39000651;32.3752;17.41;32.7652;17.6;POLYLINE;B39C;39;F130008;P0001;;595;240;;
B39000652;31.5752;17.41;31.9652;17.6;POLYLINE;B39C;39;F130008;P0001;;515;240;;
B39000653;31.9752;17.41;32.3652;17.6;POLYLINE;B39C;39;F130008;P0001;;555;240;;
B39000654;31.1752;17.41;31.5652;17.6;POLYLINE;B39C;39;F130008;P0001;;475;240;;
B39000655;30.3752;17.41;30.7652;17.6;POLYLINE;B39C;39;F130008;P0001;;395;240;;
B39000656;30.7752;17.41;31.1652;17.6;POLYLINE;B39C;39;F130008;P0001;;435;240;;
B39000657;29.9752;17.41;30.3652;17.6;POLYLINE;B39C;39;F130008;P0001;;355;240;;
B39000658;29.1752;17.41;29.5652;17.6;POLYLINE;B39C;39;F130008;P0001;;275;240;;
B39000659;29.5752;17.41;29.9652;17.6;POLYLINE;B39C;39;F130008;P0001;;315;240;;
B39000660;28.7752;17.41;29.1652;17.6;POLYLINE;B39C;39;F130008;P0001;;235;240;;
B39000661;27.9752;17.41;28.3652;17.6;POLYLINE;B39C;39;F130008;P0001;;155;240;;
B39000662;28.3752;17.41;28.7652;17.6;POLYLINE;B39C;39;F130008;P0001;;195;240;;
B39000663;27.5752;17.41;27.9652;17.6;POLYLINE;B39C;39;F130008;P0001;;115;240;;
B39000664;27.1752;17.41;27.5652;17.6;POLYLINE;B39C;39;F130008;P0001;;75;240;;
B14000049;34.0252;17.41;34.1652;17.6;POLYLINE;BP;14;F130008;P0001;;760;240;;
B04000060;33.9752;17.41;34.0152;17.6;POLYLINE;B04;4;F130008;P0001;;755;240;;
B39000665;26.0252;17.41;26.4152;17.6;POLYLINE;B39C;39;F130002;P0009;;700;240;;
B39000666;25.2252;17.41;25.6152;17.6;POLYLINE;B39C;39;F130002;P0009;;620;240;;
B39000667;25.6252;17.41;26.0152;17.6;POLYLINE;B39C;39;F130002;P0009;;660;240;;
B39000668;23.6252;17.41;24.0152;17.6;POLYLINE;B39C;39;F130002;P0009;;460;240;;
B39000669;22.8252;17.41;23.2152;17.6;POLYLINE;B39C;39;F130002;P0009;;380;240;;
B39000670;23.2252;17.41;23.6152;17.6;POLYLINE;B39C;39;F130002;P0009;;420;240;;
B39000671;22.4252;17.41;22.8152;17.6;POLYLINE;B39C;39;F130002;P0009;;340;240;;
B39000672;21.6252;17.41;22.0152;17.6;POLYLINE;B39C;39;F130002;P0009;;260;240;;
B39000673;22.0252;17.41;22.4152;17.6;POLYLINE;B39C;39;F130002;P0009;;300;240;;
B39000674;21.2252;17.41;21.6152;17.6;POLYLINE;B39C;39;F130002;P0009;;220;240;;
B39000675;20.4252;17.41;20.8152;17.6;POLYLINE;B39C;39;F130002;P0009;;140;240;;
B39000676;20.8252;17.41;21.2152;17.6;POLYLINE;B39C;39;F130002;P0009;;180;240;;
B39000677;20.0252;17.41;20.4152;17.6;POLYLINE;B39C;39;F130002;P0009;;100;240;;
B39000678;19.2252;17.41;19.6152;17.6;POLYLINE;B39C;39;F130002;P0009;;20;240;;
B39000679;19.6252;17.41;20.0152;17.6;POLYLINE;B39C;39;F130002;P0009;;60;240;;
B14000050;19.0252;17.41;19.1652;17.6;POLYLINE;BP;14;F130002;P0009;;0;240;;
B04000061;19.1752;17.41;19.2152;17.6;POLYLINE;B04;4;F130002;P0009;;15;240;;
B39000680;26.5752;17.21;26.9652;17.4;POLYLINE;B39C;39;F120008;P0001;;15;220;;
B14000051;26.425;17.21;26.565;17.4;POLYLINE;BP;14;F120008;P0001;;0;220;;
B39000681;26.9752;17.21;27.3652;17.4;POLYLINE;B39C;39;F120008;P0001;;55;220;;
B39000682;33.7752;17.21;34.1652;17.4;POLYLINE;B39;39;F120008;P0001;;735;220;;
B39000683;32.9752;17.21;33.3652;17.4;POLYLINE;B39;39;F120008;P0001;;655;220;;
B39000684;33.3752;17.21;33.7652;17.4;POLYLINE;B39;39;F120008;P0001;;695;220;;
B39000685;32.5752;17.21;32.9652;17.4;POLYLINE;B39;39;F120008;P0001;;615;220;;
B39000686;31.7752;17.21;32.1652;17.4;POLYLINE;B39;39;F120008;P0001;;535;220;;
B39000687;32.1752;17.21;32.5652;17.4;POLYLINE;B39;39;F120008;P0001;;575;220;;
B39000688;31.3752;17.21;31.7652;17.4;POLYLINE;B39C;39;F120008;P0001;;495;220;;
B39000689;30.5752;17.21;30.9652;17.4;POLYLINE;B39C;39;F120008;P0001;;415;220;;
B39000690;30.9752;17.21;31.3652;17.4;POLYLINE;B39C;39;F120008;P0001;;455;220;;
B39000691;30.1752;17.21;30.5652;17.4;POLYLINE;B39C;39;F120008;P0001;;375;220;;
B39000692;29.3752;17.21;29.7652;17.4;POLYLINE;B39C;39;F120008;P0001;;295;220;;
B39000693;29.7752;17.21;30.1652;17.4;POLYLINE;B39C;39;F120008;P0001;;335;220;;
B39000694;28.9752;17.21;29.3652;17.4;POLYLINE;B39C;39;F120008;P0001;;255;220;;
B39000695;28.1752;17.21;28.5652;17.4;POLYLINE;B39C;39;F120008;P0001;;175;220;;
B39000696;28.5752;17.21;28.9652;17.4;POLYLINE;B39C;39;F120008;P0001;;215;220;;
B39000697;27.7752;17.21;28.1652;17.4;POLYLINE;B39C;39;F120008;P0001;;135;220;;
B39000698;27.3752;17.21;27.7652;17.4;POLYLINE;B39C;39;F120008;P0001;;95;220;;
B34000039;26.425;17.01;26.765;17.2;POLYLINE;B34;34;F110021;P0002;;-3872;200;;
B34000040;26.425;17.01;26.765;17.2;POLYLINE;B34;34;F110021;P0002;;-3872;200;;
B39000699;26.7752;17.01;27.1652;17.2;POLYLINE;B39;39;F110021;P0002;;-3837;200;;
B39000700;33.5752;17.01;33.9652;17.2;POLYLINE;B39;39;F110021;P0002;;-3157;200;;
B39000701;32.7752;17.01;33.1652;17.2;POLYLINE;B39;39;F110021;P0002;;-3237;200;;
B39000702;33.1752;17.01;33.5652;17.2;POLYLINE;B39;39;F110021;P0002;;-3197;200;;
B39000703;32.3752;17.01;32.7652;17.2;POLYLINE;B39;39;F110021;P0002;;-3277;200;;
B39000704;31.5752;17.01;31.9652;17.2;POLYLINE;B39;39;F110021;P0002;;-3357;200;;
B39000705;31.9752;17.01;32.3652;17.2;POLYLINE;B39;39;F110021;P0002;;-3317;200;;
B39000706;28.7752;17.01;29.1652;17.2;POLYLINE;B39;39;F110021;P0002;;-3637;200;;
B39000707;28.3752;17.01;28.7652;17.2;POLYLINE;B39;39;F110021;P0002;;-3677;200;;
B14000052;34.0252;17.01;34.1652;17.2;POLYLINE;BP;14;F110021;P0002;;-3112;200;;
B04000062;33.9752;17.01;34.0152;17.2;POLYLINE;B04;4;F110021;P0002;;-3117;200;;
B19000063;26.2252;17.21;26.4152;17.4;POLYLINE;B19;19;F120002;P0009;;720;220;;
B39000708;25.8252;17.21;26.2152;17.4;POLYLINE;B39;39;F120002;P0009;;680;220;;
B39000709;25.0252;17.21;25.4152;17.4;POLYLINE;B39;39;F120002;P0009;;600;220;;
B39000710;25.4252;17.21;25.8152;17.4;POLYLINE;B39;39;F120002;P0009;;640;220;;
B39000711;23.8252;17.21;24.2152;17.4;POLYLINE;B39;39;F120002;P0009;;480;220;;
B39000712;23.4252;17.21;23.8152;17.4;POLYLINE;B39;39;F120002;P0009;;440;220;;
B39000713;22.6252;17.21;23.0152;17.4;POLYLINE;B39C;39;F120002;P0009;;360;220;;
B39000714;23.0252;17.21;23.4152;17.4;POLYLINE;B39C;39;F120002;P0009;;400;220;;
B39000715;22.2252;17.21;22.6152;17.4;POLYLINE;B39C;39;F120002;P0009;;320;220;;
B39000716;21.4252;17.21;21.8152;17.4;POLYLINE;B39;39;F120002;P0009;;240;220;;
B39000717;21.8252;17.21;22.2152;17.4;POLYLINE;B39C;39;F120002;P0009;;280;220;;
B39000718;21.0252;17.21;21.4152;17.4;POLYLINE;B39;39;F120002;P0009;;200;220;;
B39000719;20.2252;17.21;20.6152;17.4;POLYLINE;B39;39;F120002;P0009;;120;220;;
B39000720;20.6252;17.21;21.0152;17.4;POLYLINE;B39;39;F120002;P0009;;160;220;;
B39000721;19.8252;17.21;20.2152;17.4;POLYLINE;B39;39;F120002;P0009;;80;220;;
B39000722;19.0252;17.21;19.4152;17.4;POLYLINE;B39;39;F120002;P0009;;0;220;;
B39000723;19.4252;17.21;19.8152;17.4;POLYLINE;B39;39;F120002;P0009;;40;220;;
B39000724;26.0252;17.01;26.4152;17.2;POLYLINE;B39;39;F110004;P0009;;700;200;;
B39000725;25.2252;17.01;25.6152;17.2;POLYLINE;B39;39;F110004;P0009;;620;200;;
B39000726;25.6252;17.01;26.0152;17.2;POLYLINE;B39;39;F110004;P0009;;660;200;;
B39000727;23.6252;17.01;24.0152;17.2;POLYLINE;B39;39;F110004;P0009;;460;200;;
B39000728;22.8252;17.01;23.2152;17.2;POLYLINE;B39;39;F110004;P0009;;380;200;;
B39000729;23.2252;17.01;23.6152;17.2;POLYLINE;B39;39;F110004;P0009;;420;200;;
B39000730;21.6252;17.01;22.0152;17.2;POLYLINE;B39;39;F110005;P0009;;260;200;;
B39000731;21.2252;17.01;21.6152;17.2;POLYLINE;B39;39;F110005;P0009;;220;200;;
B39000732;20.4252;17.01;20.8152;17.2;POLYLINE;B39;39;F110005;P0009;;140;200;;
B39000733;20.8252;17.01;21.2152;17.2;POLYLINE;B39;39;F110005;P0009;;180;200;;
B39000734;20.0252;17.01;20.4152;17.2;POLYLINE;B39;39;F110005;P0009;;100;200;;
B39000735;19.2252;17.01;19.6152;17.2;POLYLINE;B39;39;F110005;P0009;;20;200;;
B39000736;19.6252;17.01;20.0152;17.2;POLYLINE;B39;39;F110005;P0009;;60;200;;
B14000053;19.0252;17.01;19.1652;17.2;POLYLINE;BP;14;F110005;P0009;;0;200;;
B04000063;19.1752;17.01;19.2152;17.2;POLYLINE;B04;4;F110005;P0009;;15;200;;
B39000737;26.5752;16.81;26.9652;17;POLYLINE;B39;39;F100021;P0002;;-3857;180;;
B14000054;26.425;16.81;26.565;17;POLYLINE;BP;14;F100021;P0002;;-3872;180;;
B39000738;33.7752;16.81;34.1652;17;POLYLINE;B39;39;F100021;P0002;;-3137;180;;
B39000739;32.9752;16.81;33.3652;17;POLYLINE;B39;39;F100021;P0002;;-3217;180;;
B39000740;33.3752;16.81;33.7652;17;POLYLINE;B39;39;F100021;P0002;;-3177;180;;
B39000741;32.5752;16.81;32.9652;17;POLYLINE;B39;39;F100021;P0002;;-3257;180;;
B39000742;31.7752;16.81;32.1652;17;POLYLINE;B39;39;F100021;P0002;;-3337;180;;
B39000743;32.1752;16.81;32.5652;17;POLYLINE;B39;39;F100021;P0002;;-3297;180;;
B39000744;31.3752;16.81;31.7652;17;POLYLINE;B39;39;F100021;P0002;;-3377;180;;
B39000745;28.9752;16.81;29.3652;17;POLYLINE;B39;39;F100021;P0002;;-3617;180;;
B39000746;28.5752;16.81;28.9652;17;POLYLINE;B39;39;F100021;P0002;;-3657;180;;
B34000041;26.425;16.61;26.765;16.8;POLYLINE;B34;34;F090021;P0002;;-3872;160;;
B34000042;26.425;16.61;26.765;16.8;POLYLINE;B34;34;F090021;P0002;;-3872;160;;
B39000747;26.7752;16.61;27.1652;16.8;POLYLINE;B39;39;F090021;P0002;;-3837;160;;
B39000748;33.5752;16.61;33.9652;16.8;POLYLINE;B39;39;F090021;P0002;;-3157;160;;
B39000749;32.7752;16.61;33.1652;16.8;POLYLINE;B39;39;F090021;P0002;;-3237;160;;
B39000750;33.1752;16.61;33.5652;16.8;POLYLINE;B39;39;F090021;P0002;;-3197;160;;
B39000751;32.3752;16.61;32.7652;16.8;POLYLINE;B39;39;F090021;P0002;;-3277;160;;
B39000752;31.5752;16.61;31.9652;16.8;POLYLINE;B39;39;F090021;P0002;;-3357;160;;
B39000753;31.9752;16.61;32.3652;16.8;POLYLINE;B39;39;F090021;P0002;;-3317;160;;
B39000754;28.7752;16.61;29.1652;16.8;POLYLINE;B39;39;F090021;P0002;;-3637;160;;
B39000755;28.3752;16.61;28.7652;16.8;POLYLINE;B39;39;F090021;P0002;;-3677;160;;
B14000055;34.0252;16.61;34.1652;16.8;POLYLINE;BP;14;F090021;P0002;;-3112;160;;
B04000064;33.9752;16.61;34.0152;16.8;POLYLINE;B04;4;F090021;P0002;;-3117;160;;
B19000064;26.2252;16.81;26.4152;17;POLYLINE;B19;19;F100004;P0009;;720;180;;
B39000756;25.8252;16.81;26.2152;17;POLYLINE;B39;39;F100004;P0009;;680;180;;
B39000757;25.4252;16.81;25.8152;17;POLYLINE;B39;39;F100004;P0009;;640;180;;
B39000758;23.8252;16.81;24.2152;17;POLYLINE;B39;39;F100004;P0009;;480;180;;
B39000759;23.4252;16.81;23.8152;17;POLYLINE;B39;39;F100004;P0009;;440;180;;
B39000760;23.0252;16.81;23.4152;17;POLYLINE;B39;39;F100004;P0009;;400;180;;
B39000761;21.4252;16.81;21.8152;17;POLYLINE;B39;39;F100005;P0009;;240;180;;
B39000762;21.8252;16.81;22.2152;17;POLYLINE;B39;39;F100005;P0009;;280;180;;
B39000763;21.0252;16.81;21.4152;17;POLYLINE;B39;39;F100005;P0009;;200;180;;
B39000764;20.2252;16.81;20.6152;17;POLYLINE;B39;39;F100005;P0009;;120;180;;
B39000765;20.6252;16.81;21.0152;17;POLYLINE;B39;39;F100005;P0009;;160;180;;
B39000766;19.8252;16.81;20.2152;17;POLYLINE;B39;39;F100005;P0009;;80;180;;
B39000767;19.0252;16.81;19.4152;17;POLYLINE;B39;39;F100005;P0009;;0;180;;
B39000768;19.4252;16.81;19.8152;17;POLYLINE;B39;39;F100005;P0009;;40;180;;
B39000769;26.0252;16.61;26.4152;16.8;POLYLINE;B39;39;F090004;P0009;;700;160;;
B39000770;25.2252;16.61;25.6152;16.8;POLYLINE;B39;39;F090004;P0009;;620;160;;
B39000771;25.6252;16.61;26.0152;16.8;POLYLINE;B39;39;F090004;P0009;;660;160;;
B39000772;23.6252;16.61;24.0152;16.8;POLYLINE;B39;39;F090004;P0009;;460;160;;
B39000773;22.8252;16.61;23.2152;16.8;POLYLINE;B39;39;F090004;P0009;;380;160;;
B39000774;23.2252;16.61;23.6152;16.8;POLYLINE;B39;39;F090004;P0009;;420;160;;
B39000775;21.6252;16.61;22.0152;16.8;POLYLINE;B39;39;F090005;P0009;;260;160;;
B39000776;21.2252;16.61;21.6152;16.8;POLYLINE;B39;39;F090005;P0009;;220;160;;
B39000777;20.4252;16.61;20.8152;16.8;POLYLINE;B39;39;F090005;P0009;;140;160;;
B39000778;20.8252;16.61;21.2152;16.8;POLYLINE;B39;39;F090005;P0009;;180;160;;
B39000779;20.0252;16.61;20.4152;16.8;POLYLINE;B39;39;F090005;P0009;;100;160;;
B39000780;19.2252;16.61;19.6152;16.8;POLYLINE;B39;39;F090005;P0009;;20;160;;
B39000781;19.6252;16.61;20.0152;16.8;POLYLINE;B39;39;F090005;P0009;;60;160;;
B14000056;19.0252;16.61;19.1652;16.8;POLYLINE;BP;14;F090005;P0009;;0;160;;
B04000065;19.1752;16.61;19.2152;16.8;POLYLINE;B04;4;F090005;P0009;;15;160;;
B39000782;26.5752;16.41;26.9652;16.6;POLYLINE;B39;39;F080021;P0002;;-3857;140;;
B14000057;26.425;16.41;26.565;16.6;POLYLINE;BP;14;F080021;P0002;;-3872;140;;
B39000783;33.7752;16.41;34.1652;16.6;POLYLINE;B39;39;F080021;P0002;;-3137;140;;
B39000784;32.9752;16.41;33.3652;16.6;POLYLINE;B39;39;F080021;P0002;;-3217;140;;
B39000785;33.3752;16.41;33.7652;16.6;POLYLINE;B39;39;F080021;P0002;;-3177;140;;
B39000786;32.5752;16.41;32.9652;16.6;POLYLINE;B39;39;F080021;P0002;;-3257;140;;
B39000787;31.7752;16.41;32.1652;16.6;POLYLINE;B39;39;F080021;P0002;;-3337;140;;
B39000788;32.1752;16.41;32.5652;16.6;POLYLINE;B39;39;F080021;P0002;;-3297;140;;
B39000789;31.3752;16.41;31.7652;16.6;POLYLINE;B39;39;F080021;P0002;;-3377;140;;
B39000790;28.9752;16.41;29.3652;16.6;POLYLINE;B39;39;F080021;P0002;;-3617;140;;
B39000791;28.5752;16.41;28.9652;16.6;POLYLINE;B39;39;F080021;P0002;;-3657;140;;
B39000792;26.7752;16.21;27.1652;16.4;POLYLINE;B39;39;F070020;P0002;;-3837;120;;
B39000793;33.5752;16.21;33.9652;16.4;POLYLINE;B39;39;F070020;P0002;;-3157;120;;
B39000794;32.7752;16.21;33.1652;16.4;POLYLINE;B39;39;F070020;P0002;;-3237;120;;
B39000795;33.1752;16.21;33.5652;16.4;POLYLINE;B39;39;F070020;P0002;;-3197;120;;
B39000796;32.3752;16.21;32.7652;16.4;POLYLINE;B39;39;F070020;P0002;;-3277;120;;
B39000797;31.5752;16.21;31.9652;16.4;POLYLINE;B39;39;F070020;P0002;;-3357;120;;
B39000798;31.9752;16.21;32.3652;16.4;POLYLINE;B39;39;F070020;P0002;;-3317;120;;
B39000799;28.7752;16.21;29.1652;16.4;POLYLINE;B39;39;F070020;P0002;;-3637;120;;
B39000800;28.3752;16.21;28.7652;16.4;POLYLINE;B39;39;F070020;P0002;;-3677;120;;
B14000058;34.0252;16.21;34.1652;16.4;POLYLINE;BP;14;F070020;P0002;;-3112;120;;
B04000066;33.9752;16.21;34.0152;16.4;POLYLINE;B04;4;F070020;P0002;;-3117;120;;
B19000065;26.2252;16.41;26.4152;16.6;POLYLINE;B19;19;F080004;P0009;;720;140;;
B39000801;25.8252;16.41;26.2152;16.6;POLYLINE;B39;39;F080004;P0009;;680;140;;
B39000802;25.4252;16.41;25.8152;16.6;POLYLINE;B39;39;F080004;P0009;;640;140;;
B39000803;23.8252;16.01;24.2152;16.2;POLYLINE;B39C;39;F060004;P0009;;480;100;;
B39000804;23.4252;16.41;23.8152;16.6;POLYLINE;B39;39;F080004;P0009;;440;140;;
B39000805;23.0252;16.41;23.4152;16.6;POLYLINE;B39;39;F080004;P0009;;400;140;;
B39000806;21.4252;16.41;21.8152;16.6;POLYLINE;B39;39;F080005;P0009;;240;140;;
B39000807;21.8252;16.41;22.2152;16.6;POLYLINE;B39;39;F080005;P0009;;280;140;;
B39000808;21.0252;16.41;21.4152;16.6;POLYLINE;B39;39;F080005;P0009;;200;140;;
B39000809;20.2252;16.41;20.6152;16.6;POLYLINE;B39;39;F080005;P0009;;120;140;;
B39000810;20.6252;16.41;21.0152;16.6;POLYLINE;B39;39;F080005;P0009;;160;140;;
B39000811;19.8252;16.41;20.2152;16.6;POLYLINE;B39;39;F080005;P0009;;80;140;;
B39000812;19.0252;16.41;19.4152;16.6;POLYLINE;B39;39;F080005;P0009;;0;140;;
B39000813;19.4252;16.41;19.8152;16.6;POLYLINE;B39;39;F080005;P0009;;40;140;;
B39000814;26.0252;16.21;26.4152;16.4;POLYLINE;B39;39;F070004;P0009;;700;120;;
B39000815;25.2252;16.21;25.6152;16.4;POLYLINE;B39;39;F070004;P0009;;620;120;;
B39000816;25.6252;16.21;26.0152;16.4;POLYLINE;B39;39;F070004;P0009;;660;120;;
B39000817;24.8252;16.21;25.2152;16.4;POLYLINE;B39;39;F070004;P0009;;580;120;;
B39000818;24.0252;16.21;24.4152;16.4;POLYLINE;B39;39;F070004;P0009;;500;120;;
B39000819;24.4252;16.21;24.8152;16.4;POLYLINE;B39;39;F070004;P0009;;540;120;;
B39000820;23.6252;16.21;24.0152;16.4;POLYLINE;B39;39;F070004;P0009;;460;120;;
B39000821;22.8252;16.21;23.2152;16.4;POLYLINE;B39C;39;F070004;P0009;;380;120;;
B39000822;23.2252;16.21;23.6152;16.4;POLYLINE;B39;39;F070004;P0009;;420;120;;
B39000823;22.4252;16.21;22.8152;16.4;POLYLINE;B39C;39;F070004;P0009;;340;120;;
B39000824;21.6252;16.21;22.0152;16.4;POLYLINE;B39C;39;F070004;P0009;;260;120;;
B39000825;22.0252;16.21;22.4152;16.4;POLYLINE;B39C;39;F070004;P0009;;300;120;;
B39000826;21.2252;16.21;21.6152;16.4;POLYLINE;B39;39;F070004;P0009;;220;120;;
B39000827;20.4252;16.21;20.8152;16.4;POLYLINE;B39;39;F070004;P0009;;140;120;;
B39000828;20.8252;16.21;21.2152;16.4;POLYLINE;B39;39;F070004;P0009;;180;120;;
B39000829;20.0252;16.21;20.4152;16.4;POLYLINE;B39;39;F070004;P0009;;100;120;;
B39000830;19.2252;16.21;19.6152;16.4;POLYLINE;B39;39;F070004;P0009;;20;120;;
B39000831;19.6252;16.21;20.0152;16.4;POLYLINE;B39;39;F070004;P0009;;60;120;;
B14000059;19.0252;16.21;19.1652;16.4;POLYLINE;BP;14;F070004;P0009;;0;120;;
B04000067;19.1752;16.21;19.2152;16.4;POLYLINE;B04;4;F070004;P0009;;15;120;;
B39000832;26.5752;16.01;26.9652;16.2;POLYLINE;B39;39;F060020;P0002;;-3857;100;;
B14000060;26.425;16.01;26.565;16.2;POLYLINE;BP;14;F060020;P0002;;-3872;100;;
B39000833;33.7752;16.01;34.1652;16.2;POLYLINE;B39;39;F060020;P0002;;-3137;100;;
B39000834;32.9752;16.01;33.3652;16.2;POLYLINE;B39;39;F060020;P0002;;-3217;100;;
B39000835;33.3752;16.01;33.7652;16.2;POLYLINE;B39;39;F060020;P0002;;-3177;100;;
B39000836;32.5752;16.01;32.9652;16.2;POLYLINE;B39;39;F060020;P0002;;-3257;100;;
B39000837;31.7752;16.01;32.1652;16.2;POLYLINE;B39;39;F060020;P0002;;-3337;100;;
B39000838;32.1752;16.01;32.5652;16.2;POLYLINE;B39;39;F060020;P0002;;-3297;100;;
B39000839;31.3752;16.01;31.7652;16.2;POLYLINE;B39;39;F060020;P0002;;-3377;100;;
B39000840;28.9752;16.01;29.3652;16.2;POLYLINE;B39;39;F060020;P0002;;-3617;100;;
B39000841;28.5752;16.01;28.9652;16.2;POLYLINE;B39;39;F060020;P0002;;-3657;100;;
B39000842;26.7752;15.81;27.1652;16;POLYLINE;B39C;39;F050014;P0002;;-3837;80;;
B39000843;33.5752;15.81;33.9652;16;POLYLINE;B39;39;F050014;P0002;;-3157;80;;
B39000844;32.7752;15.81;33.1652;16;POLYLINE;B39;39;F050014;P0002;;-3237;80;;
B39000845;33.1752;15.81;33.5652;16;POLYLINE;B39;39;F050014;P0002;;-3197;80;;
B39000846;32.3752;15.81;32.7652;16;POLYLINE;B39;39;F050014;P0002;;-3277;80;;
B39000847;31.5752;15.81;31.9652;16;POLYLINE;B39C;39;F050014;P0002;;-3357;80;;
B39000848;31.9752;15.81;32.3652;16;POLYLINE;B39;39;F050014;P0002;;-3317;80;;
B39000849;31.1752;15.81;31.5652;16;POLYLINE;B39C;39;F050014;P0002;;-3397;80;;
B39000850;30.3752;15.81;30.7652;16;POLYLINE;B39C;39;F050014;P0002;;-3477;80;;
B39000851;30.7752;15.81;31.1652;16;POLYLINE;B39C;39;F050014;P0002;;-3437;80;;
B39000852;29.9752;15.81;30.3652;16;POLYLINE;B39C;39;F050014;P0002;;-3517;80;;
B39000853;29.1752;15.81;29.5652;16;POLYLINE;B39C;39;F050014;P0002;;-3597;80;;
